Type,Buy Amount,Buy Cur.,Sell Amount,Sell Cur.,Fee Amount,Fee Cur.,Exchange,Trade Group,Comment,Date
Withdrawal,,,.100000,fALGO,,,WLWW...3UFI,Folks Finance: Withdrawal,iISKn9xZJfoafT5O3kiYmUzWos+j4Sv/VHgDv0JduwY=,2022-06-14 18:36:27
Withdrawal,,,0.1,ALGO,,,Folks Finance,Folks Finance: Withdrawal,I- G-iISKn9xZJfoa...   T-B4BPT6M44U3X...,2022-06-14 18:36:27
Deposit,.100437,ALGO,,,,,WLWW...3UFI,Folks Finance: Withdrawal,I- G-iISKn9xZJfoa...   T-B4BPT6M44U3X...,2022-06-14 18:36:27
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-iISKn9xZJfoafT5O3kiYmUzWos+j4Sv/VHgDv0JduwY=,2022-06-14 18:36:27
Withdrawal,,,.100000,fALGO,.001000,ALGO,WLWW...3UFI,,TYPFKLWTVWNTZ6KACCBHWH4L6KBYV6JHTCLB7CW3REF52QQJ5E7Q,2022-06-14 18:37:24
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,QX5FGFIGKHKIOEJSW7RZEXU5Y76TWF6ZBUP5LLLGWOHCZ22FKDYA,2022-06-14 18:38:47
Staking,.000001,frUSDt,,,,,WLWW...3UFI,Folks Finance: Rewards,I- G-VsRf3DJ9kiKt...   T-Q4OAUVRL6UID...,2022-06-14 18:39:04
Withdrawal,,,.050000,USDt,,,WLWW...3UFI,Folks Finance: Repay,VsRf3DJ9kiKtKLwle40CKXYjUquLZTE6EJWpu97lUeA=,2022-06-14 18:39:04
Deposit,.050000,USDt,,,,,Folks Finance,Folks Finance: Repay,VsRf3DJ9kiKtKLwle40CKXYjUquLZTE6EJWpu97lUeA=,2022-06-14 18:39:04
Spend,,,0.008,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-VsRf3DJ9kiKtKLwle40CKXYjUquLZTE6EJWpu97lUeA=,2022-06-14 18:39:04
Trade,.100000,USDt,.332960,ALGO,,,WLWW...3UFI,Pact: Fixed Input,xFBXDFCuE3ijBAVunDEEh/5yehN+4THfX/Q6d7M4TJE=,2022-06-14 18:41:24
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-xFBXDFCuE3ijBAVunDEEh/5yehN+4THfX/Q6d7M4TJE=,2022-06-14 18:41:24
Staking,.000001,frUSDt,,,,,WLWW...3UFI,Folks Finance: Rewards,I- G-GbRqSbjFcjme...   T-P6ENBSCVZUKF...,2022-06-14 18:41:54
Withdrawal,,,.000002,USDt,,,Folks Finance,Folks Finance: Repay,I- G-GbRqSbjFcjme...   T-P6ENBSCVZUKF...,2022-06-14 18:41:54
Deposit,.000002,USDt,,,,,WLWW...3UFI,Folks Finance: Repay,I- G-GbRqSbjFcjme...   T-P6ENBSCVZUKF...,2022-06-14 18:41:54
Withdrawal,,,.583465,fALGO,,,Folks Finance,Folks Finance: Repay,I- G-GbRqSbjFcjme...   T-PYK4SUK5OWSN...,2022-06-14 18:41:54
Deposit,.583465,fALGO,,,,,WLWW...3UFI,Folks Finance: Repay,I- G-GbRqSbjFcjme...   T-PYK4SUK5OWSN...,2022-06-14 18:41:54
Withdrawal,,,.050004,USDt,,,WLWW...3UFI,Folks Finance: Repay,GbRqSbjFcjmet01AJ3VO6nFwo4Vu24NQwCSrNR7FToA=,2022-06-14 18:41:54
Deposit,.050004,USDt,,,,,Folks Finance,Folks Finance: Repay,GbRqSbjFcjmet01AJ3VO6nFwo4Vu24NQwCSrNR7FToA=,2022-06-14 18:41:54
Spend,,,0.008,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-GbRqSbjFcjmet01AJ3VO6nFwo4Vu24NQwCSrNR7FToA=,2022-06-14 18:41:54
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,W7HSG4DC64R7CKBZ7DZVOUDZLUB2LEIB4E7CYTIGLJYYVVHQDJWQ,2022-06-14 19:42:35
Deposit,.099748,fUSDt,,,,,WLWW...3UFI,Folks Finance: Deposit,I- G-2iqR1j5XSg1Q...   T-U3OVPXRXQFUI...,2022-06-14 19:42:53
Withdrawal,,,.099998,USDt,,,WLWW...3UFI,Folks Finance: Deposit,2iqR1j5XSg1Qj/D8cRsUT98ztkFmecn+76xUdY83FjI=,2022-06-14 19:42:53
Deposit,0.099748,USDt,,,,,Folks Finance,Folks Finance: Deposit,2iqR1j5XSg1Qj/D8cRsUT98ztkFmecn+76xUdY83FjI=,2022-06-14 19:42:53
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-2iqR1j5XSg1Qj/D8cRsUT98ztkFmecn+76xUdY83FjI=,2022-06-14 19:42:53
Staking,2.03628934,AFD,,,,,WLWW...3UFI,The Algo Faucet,UESBCHD5VDV4YQIWNG4ULRT47RARIAIUZJH5GPQB33MIDCSMGR7Q,2022-06-15 09:05:39
Staking,.77,STKE,,,,,WLWW...3UFI,AlgoStake,OD3YSPL3ZXZANZZBEQ4Q4EHZFBV3LECRFYXOREFK6LSIZYIHV77A,2022-06-15 10:33:17
Withdrawal,,,.099748,fUSDt,,,WLWW...3UFI,Folks Finance: Withdrawal,x5Jgg86nn7S9eeIfy7cMJ6vRTkaCOlNiU5HhnxPmXEQ=,2022-06-15 18:58:35
Withdrawal,,,0.099748,USDt,,,Folks Finance,Folks Finance: Withdrawal,I- G-x5Jgg86nn7S9...   T-NYN5HFC27PPI...,2022-06-15 18:58:35
Deposit,.100002,USDt,,,,,WLWW...3UFI,Folks Finance: Withdrawal,I- G-x5Jgg86nn7S9...   T-NYN5HFC27PPI...,2022-06-15 18:58:35
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-x5Jgg86nn7S9eeIfy7cMJ6vRTkaCOlNiU5HhnxPmXEQ=,2022-06-15 18:58:35
Staking,2.04036192,AFD,,,,,WLWW...3UFI,The Algo Faucet,F3AEJIGYXTIUI6H2JZL2V2RRVZ3KULAJZZOJ4B2TAV67PWGDIDTQ,2022-06-16 09:05:42
Staking,2.04444265,AFD,,,,,WLWW...3UFI,The Algo Faucet,RVYRDOIMA4IYSZMLW3Y2YNO2JW254QWAV5KPYFWJYR6NIECWNS4Q,2022-06-17 09:05:40
Staking,2.04853153,AFD,,,,,WLWW...3UFI,The Algo Faucet,6LHOXYVKMJDPT32J2ADUG2YCU4XILYWZOYHJWURQMIQRZFV2VHCA,2022-06-18 09:05:38
Staking,2.05262859,AFD,,,,,WLWW...3UFI,The Algo Faucet,OJKQYCEQ3TC5UAJZULZ34XLTTOYVMC5OPBBQTPABUT72KEPK35BA,2022-06-19 09:05:38
Withdrawal,,,9.990000,ALGF,,,AlgoFund,AlgoFund: Withdrawal,I- G-TaARZBsVnsU6...   T-6NKRQVDCVY6N...,2022-06-19 15:17:14
Deposit,9.990000,ALGF,,,,,WLWW...3UFI,AlgoFund: Withdrawal,I- G-TaARZBsVnsU6...   T-6NKRQVDCVY6N...,2022-06-19 15:17:14
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-TaARZBsVnsU6DtmbGhuCklGdUUvba7Dkrd9V3TGZdDA=,2022-06-19 15:17:14
Staking,.026978,ALGF,,,,,WLWW...3UFI,AlgoFund: Rewards,I- G-nfRK9S3LFMIa...   T-RHKZ5Q5IPKDH...,2022-06-19 15:17:36
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-nfRK9S3LFMIaHM12K61byb7ql167OQ3NBzKzujkhD3I=,2022-06-19 15:17:36
Staking,.55,STKE,,,,,WLWW...3UFI,AlgoStake,BS22KXVRCZLXWF6NZ4GUU5XCA2HIYJAKT5BTAZNWTPMM75YYGTFA,2022-06-19 15:18:23
Staking,.338097,YLDY,,,,,WLWW...3UFI,Yieldly: Rewards,I- G-yAdWa6rWRgTh...   T-G525L7JYUUM2...,2022-06-19 15:22:34
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-yAdWa6rWRgThah6ZnKa49Dk+pITYyHAh6bchs7QjYHw=,2022-06-19 15:22:34
Staking,.000053,YLDY,,,,,WLWW...3UFI,Yieldly: Rewards,+ch4M/3PylO0tDwk9alG4hFdz5/q9hOQgQ7/XJw25vg=,2022-06-19 15:24:14
Spend,,,0.006,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-+ch4M/3PylO0tDwk9alG4hFdz5/q9hOQgQ7/XJw25vg=,2022-06-19 15:24:14
Withdrawal,,,2.986290,YLDY,,,WLWW...3UFI,Yieldly: Deposit,+Vd56HwCG/A5QglGoVCx6V55HBuNQGqkrOIAr3WQ7FM=,2022-06-19 15:25:11
Deposit,2.986290,YLDY,,,,,Yieldly,Yieldly: Deposit,+Vd56HwCG/A5QglGoVCx6V55HBuNQGqkrOIAr3WQ7FM=,2022-06-19 15:25:11
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-+Vd56HwCG/A5QglGoVCx6V55HBuNQGqkrOIAr3WQ7FM=,2022-06-19 15:25:11
Trade,.00000123,goBTC,.078272,ALGO,,,WLWW...3UFI,Pact: Fixed Input,CvARD13Orm8SqY+2N+OT3+TQX8XeljnoJUkVQU9TUjY=,2022-06-19 18:06:08
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-CvARD13Orm8SqY+2N+OT3+TQX8XeljnoJUkVQU9TUjY=,2022-06-19 18:06:08
Withdrawal,,,.00000123,goBTC,,,WLWW...3UFI,AlgoFi: Mint to Collateral,OXH4DD1er9WWWdGATrgfXrRSKuWw9zfK7KJxiQHfDDQ=,2022-06-19 18:06:47
Deposit,.00000123,goBTC,,,,,AlgoFi - Collateral,AlgoFi: Mint to Collateral,OXH4DD1er9WWWdGATrgfXrRSKuWw9zfK7KJxiQHfDDQ=,2022-06-19 18:06:47
Spend,,,0.016000000000000007,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-OXH4DD1er9WWWdGATrgfXrRSKuWw9zfK7KJxiQHfDDQ=,2022-06-19 18:06:47
Staking,2.05673385,AFD,,,,,WLWW...3UFI,The Algo Faucet,WA5UCNWUYMFSBQMBGBGHDTL2DWXUMSZYQX4A42YDXYOH5E6WMPGA,2022-06-20 09:05:37
Staking,2.06084732,AFD,,,,,WLWW...3UFI,The Algo Faucet,LFWM7WIFAP5PWY6YLENUJ3ETOD7ZJRGHIJLGYHEERQPQBXPNQYIQ,2022-06-21 09:05:39
Staking,2.06496901,AFD,,,,,WLWW...3UFI,The Algo Faucet,PUTGT6GGKV4S5VVL7FX5B2HU4JDZECUIOMGK7SZYZFALHPN3MDCA,2022-06-22 09:05:38
Staking,2.06909895,AFD,,,,,WLWW...3UFI,The Algo Faucet,DKFKERAIVY7YYO77ADP4LVUFU3PMFYXFSYKZT36WJZEYEZT6ZN6Q,2022-06-23 09:05:41
Staking,2.07323715,AFD,,,,,WLWW...3UFI,The Algo Faucet,GGGHZEOTCJEHDUGBGU5NXNZTQCHQ6RQJGOGQBI4XVPF2XSEKOIFA,2022-06-24 09:05:41
Staking,.260848,YLDY,,,,,WLWW...3UFI,Yieldly: Rewards,I- G-wRincV4iAP9u...   T-K2ZLSMLJGWSM...,2022-06-25 07:14:32
Withdrawal,,,1.390858,TMPOOL11,,,Yieldly,Yieldly: Rewards,I- G-wRincV4iAP9u...   T-K2ZLSMLJGWSM...,2022-06-25 07:14:32
Deposit,1.390858,TMPOOL11,,,,,WLWW...3UFI,Yieldly: Rewards,I- G-wRincV4iAP9u...   T-K2ZLSMLJGWSM...,2022-06-25 07:14:32
Spend,,,0.004,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-wRincV4iAP9u3nSjdQaOIA8RoiufikUhwSsIjYneCYk=,2022-06-25 07:14:32
Withdrawal,,,3.008869,YLDY,,,Yieldly,Yieldly: Withdrawal,OdFamt7gWifRardUBVGeV/d91fjokfey/4FuBPc1niw=,2022-06-25 07:15:25
Deposit,3.008869,YLDY,,,,,WLWW...3UFI,Yieldly: Withdrawal,OdFamt7gWifRardUBVGeV/d91fjokfey/4FuBPc1niw=,2022-06-25 07:15:25
Spend,,,0.004,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-OdFamt7gWifRardUBVGeV/d91fjokfey/4FuBPc1niw=,2022-06-25 07:15:25
Staking,.004053,YLDY,,,,,WLWW...3UFI,Yieldly: Rewards,x92xilV41VMHwtXaF9jN+eQE6gNEiRgxc1IelKOxnGM=,2022-06-25 07:15:42
Spend,,,0.006,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-x92xilV41VMHwtXaF9jN+eQE6gNEiRgxc1IelKOxnGM=,2022-06-25 07:15:42
Trade,39.806888,YLDY,0.695429,TMPOOL11,,,WLWW...3UFI,Tinyman: LP Burn,UO4+9aPaQlPVKtaD8SieiAzyO5Xge+f0sLtZnNBoDuU=,2022-06-25 07:16:57
Trade,.078140,ALGO,0.695429,TMPOOL11,,,WLWW...3UFI,Tinyman: LP Burn,UO4+9aPaQlPVKtaD8SieiAzyO5Xge+f0sLtZnNBoDuU=,2022-06-25 07:16:57
Spend,,,0.005,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-UO4+9aPaQlPVKtaD8SieiAzyO5Xge+f0sLtZnNBoDuU=,2022-06-25 07:16:57
Trade,.083470,ALGO,43.080658,YLDY,0.0002511634904713983,ALGO,WLWW...3UFI,Tinyman: Trade,8AONPLVgK2PC9PU1RDtuFgD1kPJEv6q80N2+NV6+46I=,2022-06-25 07:17:50
Spend,,,0.004,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-8AONPLVgK2PC9PU1RDtuFgD1kPJEv6q80N2+NV6+46I=,2022-06-25 07:17:50
Trade,.279178,ALGO,.100002,USDt,0.0008400541624874469,ALGO,WLWW...3UFI,Tinyman: Trade,wjdHJgvADR37yHgB7aF6QvUS0I+pAyf9elvKxGrNLTY=,2022-06-25 07:18:33
Spend,,,0.004,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-wjdHJgvADR37yHgB7aF6QvUS0I+pAyf9elvKxGrNLTY=,2022-06-25 07:18:33
Trade,.910487,ALGO,80.000000,ALGX,0.0027396800401203736,ALGO,WLWW...3UFI,Tinyman: Trade,rTsN9R/mPdCwezMxTJPKHCL7uhfaaLL3G4Luhs5uWcU=,2022-06-25 07:19:26
Spend,,,0.004,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-rTsN9R/mPdCwezMxTJPKHCL7uhfaaLL3G4Luhs5uWcU=,2022-06-25 07:19:26
Staking,.55,STKE,,,,,WLWW...3UFI,AlgoStake,MGXIF33Q7FQMYKVYSOP4NA2I3SARHK6KKA5NPSDFGY2CBM5SFOCQ,2022-06-25 07:20:14
Trade,1.091581,ALGO,102.09,STKE,0.003284596790370964,ALGO,WLWW...3UFI,Tinyman: Trade,h/BakuHdCRYeQWndNKyhL5s4YZtR8VQFz/ML8w7rKi8=,2022-06-25 07:20:53
Spend,,,0.004,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-h/BakuHdCRYeQWndNKyhL5s4YZtR8VQFz/ML8w7rKi8=,2022-06-25 07:20:53
Trade,1.685823,ALGO,1038.69181431,AFD,0.005072687061183467,ALGO,WLWW...3UFI,Tinyman: Trade,ZzaBQHnCQArEjdeebaue5isWrFUQhYrygp2U8vojN4I=,2022-06-25 07:21:37
Spend,,,0.004,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-ZzaBQHnCQArEjdeebaue5isWrFUQhYrygp2U8vojN4I=,2022-06-25 07:21:37
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,DRBADCQJHC7VTMK2OIL5PZEX6T7YQU76NAXWMM7567LDKEB7HWLA,2022-06-25 07:23:57
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,GK2PSCNSKSYJZNNABUCKEA5DNIHYJUET2SK4ACRAOG3PJHNSXBJA,2022-06-25 07:23:57
Withdrawal,,,.895646,fALGO,,,WLWW...3UFI,Folks Finance: Withdrawal,3c8LBA/TWDjIrMI01HfIchPmYOBshtW8M6BsYc3IvV4=,2022-06-25 07:24:50
Withdrawal,,,0.895646,ALGO,,,Folks Finance,Folks Finance: Withdrawal,I- G-3c8LBA/TWDjI...   T-7BAL55GYK7CY...,2022-06-25 07:24:50
Deposit,.900072,ALGO,,,,,WLWW...3UFI,Folks Finance: Withdrawal,I- G-3c8LBA/TWDjI...   T-7BAL55GYK7CY...,2022-06-25 07:24:50
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-3c8LBA/TWDjIrMI01HfIchPmYOBshtW8M6BsYc3IvV4=,2022-06-25 07:24:50
Staking,.000001,ALGO,,,,,WLWW...3UFI,Folks Finance: Rewards,I- G-aPOltq9iyvlk...   T-2RPNZDDPAKVX...,2022-06-25 07:25:16
Spend,,,.000002,frUSDt,,,WLWW...3UFI,Folks Finance: Rewards,aPOltq9iyvlkBwJRHt4MYc35L0T6IKkY9Vte94H4idk=,2022-06-25 07:25:16
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-aPOltq9iyvlkBwJRHt4MYc35L0T6IKkY9Vte94H4idk=,2022-06-25 07:25:16
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,T5WRJ22IDYWOLDJYLFGRD7CIASLXKPWUIMWKKZYAXLO33WLFEYHA,2022-06-25 07:25:34
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,G4AK3NISRSZA5MNMD3FCVSXJJ64VKT3QLZS5X3TMAEDVMGLTTYHA,2022-06-25 07:25:38
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,KA5A7ZH4AEO3TPCOQQBLEMCN4FSIWEWYIMMES36YFRXNHVEBXZWA,2022-06-25 07:25:38
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,NE55LIHO4BS36RUKPML33OCSIPHWB7SJADAW6BZOSE5B3AXK3YTQ,2022-06-25 07:25:42
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,3MTZ4NIOK6CTAFQXRRPRYETDIGVXH4JTF2YSRMG7EDHKQTVKF5UA,2022-06-25 07:25:47
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,RXCUWRCN4XYVOTTJ7HF7LGD5H5A3FXD6RTOGPO6PYCRADQGLMNXQ,2022-06-25 07:25:47
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,A5LZV7NPGCXN6IC4Q3A7LKNEHYXSOR54KK5VN6OSJNB6YXUMEPHQ,2022-06-25 07:25:55
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,CLX7HPBIZAAS2KWFKGYWJLUFLKJKMM3IO7WF4ST2QXFGTAJYEF4Q,2022-06-25 07:25:55
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,5OXAADJIZN7D6NHO72ZM6PJ5OPIB6W7XM3XEOSSDGA6FLQBF6D7Q,2022-06-25 07:26:00
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,JDJSN7PUU43465VBY6OAY2QOWDJUTJQS727DLA46BPSL5H6WTBBQ,2022-06-25 07:26:00
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,7XQAXUG4CL5LHPUHLUGDSNUOMSDQXC42OXHNSYFO2NFKW4ZHAV7A,2022-06-25 07:26:04
Trade,.136954,ALGO,10.028692,ALGF,0.0004120982948846441,ALGO,WLWW...3UFI,Tinyman: Trade,INaJ7kWFXoNiWEzNkVkzKHfMi9oQTPAfZQPuKmM4ADo=,2022-06-25 07:28:51
Spend,,,0.004,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-INaJ7kWFXoNiWEzNkVkzKHfMi9oQTPAfZQPuKmM4ADo=,2022-06-25 07:28:51
Deposit,.010958,ALGO,,,,,WLWW...3UFI,Tinyman: Pooled Slippage,L3YUK/wV4TvcMSGv/obxaIJpikTw8sig88rWMz6EF4o=,2022-06-25 07:29:21
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-L3YUK/wV4TvcMSGv/obxaIJpikTw8sig88rWMz6EF4o=,2022-06-25 07:29:21
Deposit,.001633,ALGO,,,,,WLWW...3UFI,Tinyman: Pooled Slippage,6ciVYo6YyBFAMBn9IjdfwDm2bFUrP638yHL2ML8KYsc=,2022-06-25 07:29:21
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-6ciVYo6YyBFAMBn9IjdfwDm2bFUrP638yHL2ML8KYsc=,2022-06-25 07:29:21
Deposit,.017028,ALGO,,,,,WLWW...3UFI,Tinyman: Pooled Slippage,DdQRgoCABW6DBblRaUIhaXPVPO0kiDNw378oonm92OA=,2022-06-25 07:29:21
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-DdQRgoCABW6DBblRaUIhaXPVPO0kiDNw378oonm92OA=,2022-06-25 07:29:21
Deposit,.009196,ALGO,,,,,WLWW...3UFI,Tinyman: Pooled Slippage,cYD3ZM+prhbJVtRiHmFoiq3erF7bwLrP7z3vcKwfISo=,2022-06-25 07:29:21
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-cYD3ZM+prhbJVtRiHmFoiq3erF7bwLrP7z3vcKwfISo=,2022-06-25 07:29:21
Deposit,.002819,ALGO,,,,,WLWW...3UFI,Tinyman: Pooled Slippage,EOUCA3B+pHWzpDZuZjMSxx7OhwzR1vZsos5RaZlQLFI=,2022-06-25 07:29:21
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-EOUCA3B+pHWzpDZuZjMSxx7OhwzR1vZsos5RaZlQLFI=,2022-06-25 07:29:21
Deposit,.001383,ALGO,,,,,WLWW...3UFI,Tinyman: Pooled Slippage,l3LKI3t5zvfpOlHPomJ5YArdB5Iwd15uKjpOqTryPqc=,2022-06-25 07:29:21
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-l3LKI3t5zvfpOlHPomJ5YArdB5Iwd15uKjpOqTryPqc=,2022-06-25 07:29:21
Spend,,,.001000,ALGO,,,WLWW...3UFI,Network Operation Fees,5ZM5TT4RFBGJLXBYDHKHUMPQXGY4RQSZ6L2VS2N2A7TX6YNDBMTQ,2022-06-25 07:29:47
Deposit,.402090,YLDY,,,,,WLWW...3UFI,Tinyman: Pooled Slippage,iQAHkcmS0C+cjAAd6BdfxFk+D5BUiIPhjbcQ7KyCRdM=,2022-06-25 07:30:05
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-iQAHkcmS0C+cjAAd6BdfxFk+D5BUiIPhjbcQ7KyCRdM=,2022-06-25 07:30:05
Trade,.000780,ALGO,.402090,YLDY,2.3470411233701e-06,ALGO,WLWW...3UFI,Tinyman: Trade,4JCajOmfqnEpO7Cs+pVdWGBiI1dwieMXrtq2vglluoc=,2022-06-25 07:30:31
Spend,,,0.004,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-4JCajOmfqnEpO7Cs+pVdWGBiI1dwieMXrtq2vglluoc=,2022-06-25 07:30:31
Deposit,.000007,ALGO,,,,,WLWW...3UFI,Tinyman: Pooled Slippage,1Y3j8zBh2Hr9XZr60HpZV1dqzVF7UDsrc2AGP1HmtoI=,2022-06-25 07:30:48
Spend,,,0.003,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-1Y3j8zBh2Hr9XZr60HpZV1dqzVF7UDsrc2AGP1HmtoI=,2022-06-25 07:30:48
Withdrawal,,,4.630000,ALGO,,,AlgoFi - Collateral,AlgoFi: Remove Collateral Underlying,I- G-w0uq6O1RaN0B...   T-344P5MOXFNPA...,2022-06-25 07:32:16
Deposit,4.630000,ALGO,,,,,WLWW...3UFI,AlgoFi: Remove Collateral Underlying,I- G-w0uq6O1RaN0B...   T-344P5MOXFNPA...,2022-06-25 07:32:16
Spend,,,0.015000000000000006,ALGO,,,WLWW...3UFI,Summed Group Network Fees,F-w0uq6O1RaN0B36VlFvMySKrKq02pz6jHNKhd8/o0dpw=,2022-06-25 07:32:16
